1.000000	0.000003
2.000000	0.000000
3.000000	0.000001
4.000000	0.000000
5.000000	0.000001
6.000000	0.000001
7.000000	0.000000
8.000000	0.000001
9.000000	0.000001
10.000000	0.000001
11.000000	0.000001
12.000000	0.000002
13.000000	0.000002
14.000000	0.000001
15.000000	0.000004
16.000000	0.000002
17.000000	0.000001
18.000000	0.000001
19.000000	0.000002
20.000000	0.000002
21.000000	0.000002
22.000000	0.000005
23.000000	0.000002
24.000000	0.000002
25.000000	0.000002
26.000000	0.000003
27.000000	0.000006
28.000000	0.000003
29.000000	0.000003
30.000000	0.000003
31.000000	0.000006
32.000000	0.000003
33.000000	0.000003
34.000000	0.000004
35.000000	0.000006
36.000000	0.000004
37.000000	0.000004
38.000000	0.000006
39.000000	0.000004
40.000000	0.000004
41.000000	0.000007
42.000000	0.000005
43.000000	0.000005
44.000000	0.000007
45.000000	0.000005
46.000000	0.000005
47.000000	0.000007
48.000000	0.000005
49.000000	0.000005
50.000000	0.000009
51.000000	0.000005
52.000000	0.000008
53.000000	0.000006
54.000000	0.000008
55.000000	0.000006
56.000000	0.000006
57.000000	0.000010
58.000000	0.000006
59.000000	0.000010
60.000000	0.000007
61.000000	0.000010
62.000000	0.000007
63.000000	0.000017
64.000000	0.000007
65.000000	0.000010
66.000000	0.000007
67.000000	0.000011
68.000000	0.000007
69.000000	0.000010
70.000000	0.000008
71.000000	0.000011
72.000000	0.000011
73.000000	0.000009
74.000000	0.000011
75.000000	0.000008
76.000000	0.000012
77.000000	0.000028
78.000000	0.000009
79.000000	0.000012
80.000000	0.000009
81.000000	0.000013
82.000000	0.000012
83.000000	0.000010
84.000000	0.000013
85.000000	0.000013
86.000000	0.000010
87.000000	0.000013
88.000000	0.000014
89.000000	0.000010
90.000000	0.000021
91.000000	0.000014
92.000000	0.000014
93.000000	0.000011
94.000000	0.000015
95.000000	0.000014
96.000000	0.000015
97.000000	0.000011
98.000000	0.000015
99.000000	0.000015
100.000000	0.000015
101.000000	0.000015
102.000000	0.000013
103.000000	0.000016
104.000000	0.000017
105.000000	0.000016
106.000000	0.000016
107.000000	0.000014
108.000000	0.000016
109.000000	0.000016
110.000000	0.000024
111.000000	0.000017
112.000000	0.000017
113.000000	0.000019
114.000000	0.000017
115.000000	0.000040
116.000000	0.000015
117.000000	0.000018
118.000000	0.000018
119.000000	0.000018
120.000000	0.000019
121.000000	0.000020
122.000000	0.000019
123.000000	0.000020
124.000000	0.000018
125.000000	0.000019
126.000000	0.000020
127.000000	0.000028
128.000000	0.000042
129.000000	0.000020
130.000000	0.000020
131.000000	0.000034
132.000000	0.000040
133.000000	0.000035
134.000000	0.000020
135.000000	0.000021
136.000000	0.000022
137.000000	0.000021
138.000000	0.000025
139.000000	0.000021
140.000000	0.000061
141.000000	0.000022
142.000000	0.000030
143.000000	0.000022
144.000000	0.000022
145.000000	0.000023
146.000000	0.000023
147.000000	0.000026
148.000000	0.000037
149.000000	0.000024
150.000000	0.000025
151.000000	0.000025
152.000000	0.000028
153.000000	0.000025
154.000000	0.000024
155.000000	0.000058
156.000000	0.000052
157.000000	0.000077
